date,factor,n_covered,universe_size,coverage_pct
2022-12-30,profitability,286,489,0.584867
2023-01-06,profitability,286,489,0.584867
2023-01-13,profitability,286,489,0.584867
2023-01-20,profitability,286,489,0.584867
2023-01-27,profitability,285,489,0.582822
2023-02-03,profitability,284,489,0.580777
2023-02-10,profitability,285,489,0.582822
2023-02-17,profitability,284,489,0.580777
2023-02-24,profitability,282,489,0.576687
2023-03-03,profitability,283,489,0.578732
2023-03-10,profitability,283,489,0.578732
2023-03-17,profitability,283,489,0.578732
2023-03-24,profitability,283,489,0.578732
2023-03-31,profitability,284,489,0.580777
2023-04-07,profitability,284,489,0.580777
2023-04-14,profitability,284,489,0.580777
2023-04-21,profitability,283,489,0.578732
2023-04-28,profitability,285,489,0.582822
2023-05-05,profitability,287,490,0.585714
2023-05-12,profitability,285,490,0.581633
2023-05-19,profitability,285,490,0.581633
2023-05-26,profitability,285,490,0.581633
2023-06-02,profitability,286,490,0.583673
2023-06-09,profitability,286,490,0.583673
2023-06-16,profitability,286,490,0.583673
2023-06-23,profitability,286,490,0.583673
2023-06-30,profitability,286,490,0.583673
2023-07-07,profitability,286,490,0.583673
2023-07-14,profitability,286,490,0.583673
2023-07-21,profitability,286,490,0.583673
2023-07-28,profitability,288,490,0.587755
2023-08-04,profitability,288,490,0.587755
2023-08-11,profitability,288,490,0.587755
2023-08-18,profitability,288,490,0.587755
2023-08-25,profitability,288,490,0.587755
2023-09-01,profitability,288,490,0.587755
2023-09-08,profitability,288,490,0.587755
2023-09-15,profitability,288,490,0.587755
2023-09-22,profitability,288,490,0.587755
2023-09-29,profitability,288,490,0.587755
2023-10-06,profitability,287,491,0.584521
2023-10-13,profitability,287,491,0.584521
2023-10-20,profitability,287,491,0.584521
2023-10-27,profitability,288,491,0.586558
2023-11-03,profitability,289,491,0.588595
2023-11-10,profitability,289,491,0.588595
2023-11-17,profitability,289,491,0.588595
2023-11-24,profitability,289,491,0.588595
2023-12-01,profitability,289,491,0.588595
2023-12-08,profitability,289,491,0.588595
2023-12-15,profitability,289,491,0.588595
2023-12-22,profitability,289,491,0.588595
2023-12-29,profitability,289,491,0.588595
